"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"5113","Paraguay","Electricity - Losses",2003,"Kilowatt-hours, million",1882.76,NA,"total_electricity"
"5114","Paraguay","Electricity - Losses",2002,"Kilowatt-hours, million",1793.66,NA,"total_electricity"
"5115","Paraguay","Electricity - Losses",2001,"Kilowatt-hours, million",1454.63,NA,"total_electricity"
"5116","Paraguay","Electricity - Losses",2000,"Kilowatt-hours, million",1446.1,NA,"total_electricity"
"5117","Paraguay","Electricity - Losses",1999,"Kilowatt-hours, million",1466.12,NA,"total_electricity"
"5118","Paraguay","Electricity - Losses",1998,"Kilowatt-hours, million",1387.02,NA,"total_electricity"
"5119","Paraguay","Electricity - Losses",1997,"Kilowatt-hours, million",1177,NA,"total_electricity"
"5120","Paraguay","Electricity - Losses",1996,"Kilowatt-hours, million",937,NA,"total_electricity"
"5121","Paraguay","Electricity - Losses",1995,"Kilowatt-hours, million",755,NA,"total_electricity"
"5122","Paraguay","Electricity - Losses",1994,"Kilowatt-hours, million",546,NA,"total_electricity"
"5123","Paraguay","Electricity - Losses",1993,"Kilowatt-hours, million",475,NA,"total_electricity"
"5124","Paraguay","Electricity - Losses",1992,"Kilowatt-hours, million",131,NA,"total_electricity"
"5125","Paraguay","Electricity - Losses",1991,"Kilowatt-hours, million",153,NA,"total_electricity"
"5126","Paraguay","Electricity - Losses",1990,"Kilowatt-hours, million",84,NA,"total_electricity"
"5127","Peru","Electricity - Losses",2014,"Kilowatt-hours, million",5018,NA,"total_electricity"
"5128","Peru","Electricity - Losses",2013,"Kilowatt-hours, million",4556,NA,"total_electricity"
"5129","Peru","Electricity - Losses",2012,"Kilowatt-hours, million",3380,NA,"total_electricity"
"5130","Peru","Electricity - Losses",2011,"Kilowatt-hours, million",3108.8,NA,"total_electricity"
"5131","Peru","Electricity - Losses",2010,"Kilowatt-hours, million",3634,NA,"total_electricity"
"5132","Peru","Electricity - Losses",2009,"Kilowatt-hours, million",2686,NA,"total_electricity"
"5133","Peru","Electricity - Losses",2008,"Kilowatt-hours, million",2658,NA,"total_electricity"
"5134","Peru","Electricity - Losses",2007,"Kilowatt-hours, million",2540,NA,"total_electricity"
"5135","Peru","Electricity - Losses",2006,"Kilowatt-hours, million",2549,NA,"total_electricity"
"5136","Peru","Electricity - Losses",2005,"Kilowatt-hours, million",2381,NA,"total_electricity"
"5137","Peru","Electricity - Losses",2004,"Kilowatt-hours, million",2359,NA,"total_electricity"
"5138","Peru","Electricity - Losses",2003,"Kilowatt-hours, million",2317,NA,"total_electricity"
"5139","Peru","Electricity - Losses",2002,"Kilowatt-hours, million",2276,NA,"total_electricity"
"5140","Peru","Electricity - Losses",2001,"Kilowatt-hours, million",2236,NA,"total_electricity"
"5141","Peru","Electricity - Losses",2000,"Kilowatt-hours, million",2288.2373,NA,"total_electricity"
"5142","Peru","Electricity - Losses",1999,"Kilowatt-hours, million",2294.9701,NA,"total_electricity"
"5143","Peru","Electricity - Losses",1998,"Kilowatt-hours, million",2394.767491,NA,"total_electricity"
"5144","Peru","Electricity - Losses",1997,"Kilowatt-hours, million",2886,NA,"total_electricity"
"5145","Peru","Electricity - Losses",1996,"Kilowatt-hours, million",2881,NA,"total_electricity"
"5146","Peru","Electricity - Losses",1995,"Kilowatt-hours, million",4133,NA,"total_electricity"
"5147","Peru","Electricity - Losses",1994,"Kilowatt-hours, million",3236,NA,"total_electricity"
"5148","Peru","Electricity - Losses",1993,"Kilowatt-hours, million",2549,NA,"total_electricity"
"5149","Peru","Electricity - Losses",1992,"Kilowatt-hours, million",567,NA,"total_electricity"
"5150","Peru","Electricity - Losses",1991,"Kilowatt-hours, million",992,NA,"total_electricity"
"5151","Peru","Electricity - Losses",1990,"Kilowatt-hours, million",1231,NA,"total_electricity"
"5152","Suriname","Electricity - Losses",2014,"Kilowatt-hours, million",189.6,NA,"total_electricity"
"5153","Suriname","Electricity - Losses",2013,"Kilowatt-hours, million",196.6,NA,"total_electricity"
"5154","Suriname","Electricity - Losses",2012,"Kilowatt-hours, million",177.52,NA,"total_electricity"
"5155","Suriname","Electricity - Losses",2011,"Kilowatt-hours, million",175.58,NA,"total_electricity"
"5156","Suriname","Electricity - Losses",2010,"Kilowatt-hours, million",147,NA,"total_electricity"
"5157","Suriname","Electricity - Losses",2009,"Kilowatt-hours, million",156.6,NA,"total_electricity"
"5158","Suriname","Electricity - Losses",2008,"Kilowatt-hours, million",155.1,NA,"total_electricity"
"5159","Suriname","Electricity - Losses",2007,"Kilowatt-hours, million",140,NA,"total_electricity"
"5160","Suriname","Electricity - Losses",2006,"Kilowatt-hours, million",138,NA,"total_electricity"
"5161","Suriname","Electricity - Losses",2005,"Kilowatt-hours, million",137,NA,"total_electricity"
"5162","Suriname","Electricity - Losses",2004,"Kilowatt-hours, million",127,NA,"total_electricity"
"5163","Suriname","Electricity - Losses",2003,"Kilowatt-hours, million",120,NA,"total_electricity"
"5164","Suriname","Electricity - Losses",2002,"Kilowatt-hours, million",121,NA,"total_electricity"
"5165","Suriname","Electricity - Losses",2001,"Kilowatt-hours, million",111,NA,"total_electricity"
"5166","Suriname","Electricity - Losses",2000,"Kilowatt-hours, million",105,NA,"total_electricity"
"5167","Suriname","Electricity - Losses",1999,"Kilowatt-hours, million",120,NA,"total_electricity"
"5168","Suriname","Electricity - Losses",1998,"Kilowatt-hours, million",118,NA,"total_electricity"
"5169","Suriname","Electricity - Losses",1997,"Kilowatt-hours, million",119,NA,"total_electricity"
"5170","Suriname","Electricity - Losses",1996,"Kilowatt-hours, million",117,NA,"total_electricity"
"5171","Suriname","Electricity - Losses",1995,"Kilowatt-hours, million",120,NA,"total_electricity"
"5172","Suriname","Electricity - Losses",1994,"Kilowatt-hours, million",120,NA,"total_electricity"
"5173","Suriname","Electricity - Losses",1993,"Kilowatt-hours, million",120,NA,"total_electricity"
"5174","Suriname","Electricity - Losses",1992,"Kilowatt-hours, million",119,NA,"total_electricity"
"5175","Suriname","Electricity - Losses",1991,"Kilowatt-hours, million",118,NA,"total_electricity"
"5176","Suriname","Electricity - Losses",1990,"Kilowatt-hours, million",91,NA,"total_electricity"
"5177","Trinidad and Tobago","Electricity - Losses",2014,"Kilowatt-hours, million",228,NA,"total_electricity"
"5178","Trinidad and Tobago","Electricity - Losses",2013,"Kilowatt-hours, million",234,NA,"total_electricity"
"5179","Trinidad and Tobago","Electricity - Losses",2012,"Kilowatt-hours, million",239,NA,"total_electricity"
"5180","Trinidad and Tobago","Electricity - Losses",2011,"Kilowatt-hours, million",243,NA,"total_electricity"
"5181","Trinidad and Tobago","Electricity - Losses",2010,"Kilowatt-hours, million",265,NA,"total_electricity"
"5182","Trinidad and Tobago","Electricity - Losses",2009,"Kilowatt-hours, million",291,NA,"total_electricity"
"5183","Trinidad and Tobago","Electricity - Losses",2008,"Kilowatt-hours, million",224,NA,"total_electricity"
"5184","Trinidad and Tobago","Electricity - Losses",2007,"Kilowatt-hours, million",254,NA,"total_electricity"
"5185","Trinidad and Tobago","Electricity - Losses",2006,"Kilowatt-hours, million",274,NA,"total_electricity"
"5186","Trinidad and Tobago","Electricity - Losses",2005,"Kilowatt-hours, million",389,NA,"total_electricity"
"5187","Trinidad and Tobago","Electricity - Losses",2004,"Kilowatt-hours, million",368,NA,"total_electricity"
"5188","Trinidad and Tobago","Electricity - Losses",2003,"Kilowatt-hours, million",312,NA,"total_electricity"
"5189","Trinidad and Tobago","Electricity - Losses",2002,"Kilowatt-hours, million",428,NA,"total_electricity"
"5190","Trinidad and Tobago","Electricity - Losses",2001,"Kilowatt-hours, million",428,NA,"total_electricity"
"5191","Trinidad and Tobago","Electricity - Losses",2000,"Kilowatt-hours, million",399,NA,"total_electricity"
"5192","Trinidad and Tobago","Electricity - Losses",1999,"Kilowatt-hours, million",428,NA,"total_electricity"
"5193","Trinidad and Tobago","Electricity - Losses",1998,"Kilowatt-hours, million",418,NA,"total_electricity"
"5194","Trinidad and Tobago","Electricity - Losses",1997,"Kilowatt-hours, million",401,NA,"total_electricity"
"5195","Trinidad and Tobago","Electricity - Losses",1996,"Kilowatt-hours, million",450,NA,"total_electricity"
"5196","Trinidad and Tobago","Electricity - Losses",1995,"Kilowatt-hours, million",415,NA,"total_electricity"
"5197","Trinidad and Tobago","Electricity - Losses",1994,"Kilowatt-hours, million",458,NA,"total_electricity"
"5198","Trinidad and Tobago","Electricity - Losses",1993,"Kilowatt-hours, million",315,NA,"total_electricity"
"5199","Trinidad and Tobago","Electricity - Losses",1992,"Kilowatt-hours, million",454,NA,"total_electricity"
"5200","Trinidad and Tobago","Electricity - Losses",1991,"Kilowatt-hours, million",463,NA,"total_electricity"
"5201","Trinidad and Tobago","Electricity - Losses",1990,"Kilowatt-hours, million",299,NA,"total_electricity"
"5202","Uruguay","Electricity - Losses",2014,"Kilowatt-hours, million",1252.1,NA,"total_electricity"
"5203","Uruguay","Electricity - Losses",2013,"Kilowatt-hours, million",1280.9,NA,"total_electricity"
"5204","Uruguay","Electricity - Losses",2012,"Kilowatt-hours, million",1291.6,NA,"total_electricity"
"5205","Uruguay","Electricity - Losses",2011,"Kilowatt-hours, million",1287.7,NA,"total_electricity"
"5206","Uruguay","Electricity - Losses",2010,"Kilowatt-hours, million",1211.8,NA,"total_electricity"
"5207","Uruguay","Electricity - Losses",2009,"Kilowatt-hours, million",1135.9,NA,"total_electricity"
"5208","Uruguay","Electricity - Losses",2008,"Kilowatt-hours, million",1077.3,NA,"total_electricity"
"5209","Uruguay","Electricity - Losses",2007,"Kilowatt-hours, million",1917,NA,"total_electricity"
"5210","Uruguay","Electricity - Losses",2006,"Kilowatt-hours, million",1705,NA,"total_electricity"
"5211","Uruguay","Electricity - Losses",2005,"Kilowatt-hours, million",1792,NA,"total_electricity"
"5212","Uruguay","Electricity - Losses",2004,"Kilowatt-hours, million",1807,NA,"total_electricity"
"5213","Uruguay","Electricity - Losses",2003,"Kilowatt-hours, million",1792,NA,"total_electricity"
"5214","Uruguay","Electricity - Losses",2002,"Kilowatt-hours, million",1607,NA,"total_electricity"
"5215","Uruguay","Electricity - Losses",2001,"Kilowatt-hours, million",1478,NA,"total_electricity"
"5216","Uruguay","Electricity - Losses",2000,"Kilowatt-hours, million",1406,NA,"total_electricity"
"5217","Uruguay","Electricity - Losses",1999,"Kilowatt-hours, million",1347,NA,"total_electricity"
"5218","Uruguay","Electricity - Losses",1998,"Kilowatt-hours, million",1464,NA,"total_electricity"
"5219","Uruguay","Electricity - Losses",1997,"Kilowatt-hours, million",1340,NA,"total_electricity"
"5220","Uruguay","Electricity - Losses",1996,"Kilowatt-hours, million",1322,NA,"total_electricity"
"5221","Uruguay","Electricity - Losses",1995,"Kilowatt-hours, million",1173,NA,"total_electricity"
"5222","Uruguay","Electricity - Losses",1994,"Kilowatt-hours, million",1199,NA,"total_electricity"
"5223","Uruguay","Electricity - Losses",1993,"Kilowatt-hours, million",1114,NA,"total_electricity"
"5224","Uruguay","Electricity - Losses",1992,"Kilowatt-hours, million",1205,NA,"total_electricity"
"5225","Uruguay","Electricity - Losses",1991,"Kilowatt-hours, million",1015,NA,"total_electricity"
"5226","Uruguay","Electricity - Losses",1990,"Kilowatt-hours, million",1036,NA,"total_electricity"
"5227","Venezuela (Bolivar. Rep.)","Electricity - Losses",2014,"Kilowatt-hours, million",46041,NA,"total_electricity"
"5228","Venezuela (Bolivar. Rep.)","Electricity - Losses",2013,"Kilowatt-hours, million",25627,NA,"total_electricity"
"5229","Venezuela (Bolivar. Rep.)","Electricity - Losses",2012,"Kilowatt-hours, million",25113,NA,"total_electricity"
"5230","Venezuela (Bolivar. Rep.)","Electricity - Losses",2011,"Kilowatt-hours, million",24133,NA,"total_electricity"
"5231","Venezuela (Bolivar. Rep.)","Electricity - Losses",2010,"Kilowatt-hours, million",22880,NA,"total_electricity"
"5232","Venezuela (Bolivar. Rep.)","Electricity - Losses",2009,"Kilowatt-hours, million",32564,NA,"total_electricity"
"5233","Venezuela (Bolivar. Rep.)","Electricity - Losses",2008,"Kilowatt-hours, million",32461,NA,"total_electricity"
"5234","Venezuela (Bolivar. Rep.)","Electricity - Losses",2007,"Kilowatt-hours, million",31409,NA,"total_electricity"
"5235","Venezuela (Bolivar. Rep.)","Electricity - Losses",2006,"Kilowatt-hours, million",29341,NA,"total_electricity"
"5236","Venezuela (Bolivar. Rep.)","Electricity - Losses",2005,"Kilowatt-hours, million",28503,NA,"total_electricity"
"5237","Venezuela (Bolivar. Rep.)","Electricity - Losses",2004,"Kilowatt-hours, million",26230,NA,"total_electricity"
"5238","Venezuela (Bolivar. Rep.)","Electricity - Losses",2003,"Kilowatt-hours, million",22347.8,NA,"total_electricity"
"5239","Venezuela (Bolivar. Rep.)","Electricity - Losses",2002,"Kilowatt-hours, million",21096,NA,"total_electricity"
"5240","Venezuela (Bolivar. Rep.)","Electricity - Losses",2001,"Kilowatt-hours, million",22620,NA,"total_electricity"
"5241","Venezuela (Bolivar. Rep.)","Electricity - Losses",2000,"Kilowatt-hours, million",19078,NA,"total_electricity"
"5242","Venezuela (Bolivar. Rep.)","Electricity - Losses",1999,"Kilowatt-hours, million",18814,NA,"total_electricity"
"5243","Venezuela (Bolivar. Rep.)","Electricity - Losses",1998,"Kilowatt-hours, million",18789,NA,"total_electricity"
"5244","Venezuela (Bolivar. Rep.)","Electricity - Losses",1997,"Kilowatt-hours, million",16397,NA,"total_electricity"
"5245","Venezuela (Bolivar. Rep.)","Electricity - Losses",1996,"Kilowatt-hours, million",15754,NA,"total_electricity"
"5246","Venezuela (Bolivar. Rep.)","Electricity - Losses",1995,"Kilowatt-hours, million",15294,NA,"total_electricity"
"5247","Venezuela (Bolivar. Rep.)","Electricity - Losses",1994,"Kilowatt-hours, million",13975,NA,"total_electricity"
"5248","Venezuela (Bolivar. Rep.)","Electricity - Losses",1993,"Kilowatt-hours, million",12685,NA,"total_electricity"
"5249","Venezuela (Bolivar. Rep.)","Electricity - Losses",1992,"Kilowatt-hours, million",12155,NA,"total_electricity"
"5250","Venezuela (Bolivar. Rep.)","Electricity - Losses",1991,"Kilowatt-hours, million",12101,NA,"total_electricity"
"5251","Venezuela (Bolivar. Rep.)","Electricity - Losses",1990,"Kilowatt-hours, million",10678,NA,"total_electricity"
"5252","Argentina","Electricity - net production",2014,"Kilowatt-hours, million",137686,NA,"total_electricity"
"5253","Argentina","Electricity - net production",2013,"Kilowatt-hours, million",136560,NA,"total_electricity"
"5254","Argentina","Electricity - net production",2012,"Kilowatt-hours, million",131288,NA,"total_electricity"
"5255","Argentina","Electricity - net production",2011,"Kilowatt-hours, million",125588,NA,"total_electricity"
"5256","Argentina","Electricity - net production",2010,"Kilowatt-hours, million",121518,NA,"total_electricity"
"5257","Argentina","Electricity - net production",2009,"Kilowatt-hours, million",118928,NA,"total_electricity"
"5258","Argentina","Electricity - net production",2008,"Kilowatt-hours, million",118374,NA,"total_electricity"
"5259","Argentina","Electricity - net production",2007,"Kilowatt-hours, million",103974,NA,"total_electricity"
"5260","Argentina","Electricity - net production",2006,"Kilowatt-hours, million",111696,NA,"total_electricity"
"5261","Argentina","Electricity - net production",2005,"Kilowatt-hours, million",103950,NA,"total_electricity"
"5262","Argentina","Electricity - net production",2004,"Kilowatt-hours, million",97336,NA,"total_electricity"
"5263","Argentina","Electricity - net production",2003,"Kilowatt-hours, million",89851,NA,"total_electricity"
"5264","Argentina","Electricity - net production",2002,"Kilowatt-hours, million",82503,NA,"total_electricity"
"5265","Argentina","Electricity - net production",2001,"Kilowatt-hours, million",87614,NA,"total_electricity"
"5266","Argentina","Electricity - net production",2000,"Kilowatt-hours, million",86524,NA,"total_electricity"
"5267","Argentina","Electricity - net production",1999,"Kilowatt-hours, million",78742,NA,"total_electricity"
"5268","Argentina","Electricity - net production",1998,"Kilowatt-hours, million",72223,NA,"total_electricity"
"5269","Argentina","Electricity - net production",1997,"Kilowatt-hours, million",70344,NA,"total_electricity"
"5270","Argentina","Electricity - net production",1996,"Kilowatt-hours, million",67684,NA,"total_electricity"
"5271","Argentina","Electricity - net production",1995,"Kilowatt-hours, million",64815,NA,"total_electricity"
"5272","Argentina","Electricity - net production",1994,"Kilowatt-hours, million",63205,NA,"total_electricity"
"5273","Argentina","Electricity - net production",1993,"Kilowatt-hours, million",59523,NA,"total_electricity"
"5274","Argentina","Electricity - net production",1992,"Kilowatt-hours, million",54394,NA,"total_electricity"
"5275","Argentina","Electricity - net production",1991,"Kilowatt-hours, million",52496,NA,"total_electricity"
"5276","Argentina","Electricity - net production",1990,"Kilowatt-hours, million",49567,NA,"total_electricity"
"5277","Bolivia (Plur. State of)","Electricity - net production",2014,"Kilowatt-hours, million",8563,NA,"total_electricity"
"5278","Bolivia (Plur. State of)","Electricity - net production",2013,"Kilowatt-hours, million",7874,NA,"total_electricity"
"5279","Bolivia (Plur. State of)","Electricity - net production",2012,"Kilowatt-hours, million",7502,NA,"total_electricity"
"5280","Bolivia (Plur. State of)","Electricity - net production",2011,"Kilowatt-hours, million",7080,NA,"total_electricity"
"5281","Bolivia (Plur. State of)","Electricity - net production",2010,"Kilowatt-hours, million",6654,NA,"total_electricity"
"5282","Bolivia (Plur. State of)","Electricity - net production",2009,"Kilowatt-hours, million",6018,NA,"total_electricity"
"5283","Bolivia (Plur. State of)","Electricity - net production",2008,"Kilowatt-hours, million",5724,NA,"total_electricity"
"5284","Bolivia (Plur. State of)","Electricity - net production",2007,"Kilowatt-hours, million",5641,NA,"total_electricity"
"5285","Bolivia (Plur. State of)","Electricity - net production",2006,"Kilowatt-hours, million",5217,NA,"total_electricity"
"5286","Bolivia (Plur. State of)","Electricity - net production",2005,"Kilowatt-hours, million",4817,NA,"total_electricity"
"5287","Bolivia (Plur. State of)","Electricity - net production",2004,"Kilowatt-hours, million",4446,NA,"total_electricity"
"5288","Bolivia (Plur. State of)","Electricity - net production",2003,"Kilowatt-hours, million",4253,NA,"total_electricity"
"5289","Bolivia (Plur. State of)","Electricity - net production",2002,"Kilowatt-hours, million",4113,NA,"total_electricity"
"5290","Bolivia (Plur. State of)","Electricity - net production",2001,"Kilowatt-hours, million",3917,NA,"total_electricity"
"5291","Bolivia (Plur. State of)","Electricity - net production",2000,"Kilowatt-hours, million",3851,NA,"total_electricity"
"5292","Bolivia (Plur. State of)","Electricity - net production",1999,"Kilowatt-hours, million",3850,NA,"total_electricity"
"5293","Bolivia (Plur. State of)","Electricity - net production",1998,"Kilowatt-hours, million",3681,NA,"total_electricity"
"5294","Bolivia (Plur. State of)","Electricity - net production",1997,"Kilowatt-hours, million",3444,NA,"total_electricity"
"5295","Bolivia (Plur. State of)","Electricity - net production",1996,"Kilowatt-hours, million",3200,NA,"total_electricity"
"5296","Bolivia (Plur. State of)","Electricity - net production",1995,"Kilowatt-hours, million",2983,NA,"total_electricity"
"5297","Bolivia (Plur. State of)","Electricity - net production",1994,"Kilowatt-hours, million",2790,NA,"total_electricity"
"5298","Bolivia (Plur. State of)","Electricity - net production",1993,"Kilowatt-hours, million",2623,NA,"total_electricity"
"5299","Bolivia (Plur. State of)","Electricity - net production",1992,"Kilowatt-hours, million",2381,NA,"total_electricity"
"5300","Bolivia (Plur. State of)","Electricity - net production",1991,"Kilowatt-hours, million",2247,NA,"total_electricity"
"5301","Bolivia (Plur. State of)","Electricity - net production",1990,"Kilowatt-hours, million",2283,NA,"total_electricity"
"5302","Brazil","Electricity - net production",2014,"Kilowatt-hours, million",581854,NA,"total_electricity"
"5303","Brazil","Electricity - net production",2013,"Kilowatt-hours, million",563172,NA,"total_electricity"
"5304","Brazil","Electricity - net production",2012,"Kilowatt-hours, million",546369,NA,"total_electricity"
"5305","Brazil","Electricity - net production",2011,"Kilowatt-hours, million",526684,NA,"total_electricity"
"5306","Brazil","Electricity - net production",2010,"Kilowatt-hours, million",510113,NA,"total_electricity"
"5307","Brazil","Electricity - net production",2009,"Kilowatt-hours, million",461263,NA,"total_electricity"
"5308","Brazil","Electricity - net production",2008,"Kilowatt-hours, million",457435,NA,"total_electricity"
"5309","Brazil","Electricity - net production",2007,"Kilowatt-hours, million",440199,NA,"total_electricity"
"5310","Brazil","Electricity - net production",2006,"Kilowatt-hours, million",415573,NA,"total_electricity"
"5311","Brazil","Electricity - net production",2005,"Kilowatt-hours, million",399148,NA,"total_electricity"
"5312","Brazil","Electricity - net production",2004,"Kilowatt-hours, million",383974,NA,"total_electricity"
"5313","Brazil","Electricity - net production",2003,"Kilowatt-hours, million",360954,NA,"total_electricity"
"5314","Brazil","Electricity - net production",2002,"Kilowatt-hours, million",342208,NA,"total_electricity"
"5315","Brazil","Electricity - net production",2001,"Kilowatt-hours, million",326207,NA,"total_electricity"
"5316","Brazil","Electricity - net production",2000,"Kilowatt-hours, million",346972,NA,"total_electricity"
"5317","Brazil","Electricity - net production",1999,"Kilowatt-hours, million",332886,NA,"total_electricity"
"5318","Brazil","Electricity - net production",1998,"Kilowatt-hours, million",320031,NA,"total_electricity"
"5319","Brazil","Electricity - net production",1997,"Kilowatt-hours, million",306323,NA,"total_electricity"
"5320","Brazil","Electricity - net production",1996,"Kilowatt-hours, million",288981,NA,"total_electricity"
"5321","Brazil","Electricity - net production",1995,"Kilowatt-hours, million",272721,NA,"total_electricity"
"5322","Brazil","Electricity - net production",1994,"Kilowatt-hours, million",259058,NA,"total_electricity"
"5323","Brazil","Electricity - net production",1993,"Kilowatt-hours, million",253636,NA,"total_electricity"
"5324","Brazil","Electricity - net production",1992,"Kilowatt-hours, million",238551,NA,"total_electricity"
"5325","Brazil","Electricity - net production",1991,"Kilowatt-hours, million",231264,NA,"total_electricity"
"5326","Brazil","Electricity - net production",1990,"Kilowatt-hours, million",219778,NA,"total_electricity"
"5327","Chile","Electricity - net production",2014,"Kilowatt-hours, million",72375,NA,"total_electricity"
"5328","Chile","Electricity - net production",2013,"Kilowatt-hours, million",69744,NA,"total_electricity"
"5329","Chile","Electricity - net production",2012,"Kilowatt-hours, million",65840,NA,"total_electricity"
"5330","Chile","Electricity - net production",2011,"Kilowatt-hours, million",63189,NA,"total_electricity"
"5331","Chile","Electricity - net production",2010,"Kilowatt-hours, million",58334,NA,"total_electricity"
"5332","Chile","Electricity - net production",2009,"Kilowatt-hours, million",58729,NA,"total_electricity"
"5333","Chile","Electricity - net production",2008,"Kilowatt-hours, million",58081,NA,"total_electricity"
"5334","Chile","Electricity - net production",2007,"Kilowatt-hours, million",56939,NA,"total_electricity"
"5335","Chile","Electricity - net production",2006,"Kilowatt-hours, million",53991,NA,"total_electricity"
"5336","Chile","Electricity - net production",2005,"Kilowatt-hours, million",51295,NA,"total_electricity"
"5337","Chile","Electricity - net production",2004,"Kilowatt-hours, million",49677,NA,"total_electricity"
"5338","Chile","Electricity - net production",2003,"Kilowatt-hours, million",45778,NA,"total_electricity"
"5339","Chile","Electricity - net production",2002,"Kilowatt-hours, million",42245,NA,"total_electricity"
"5340","Chile","Electricity - net production",2001,"Kilowatt-hours, million",41679,NA,"total_electricity"
"5341","Chile","Electricity - net production",2000,"Kilowatt-hours, million",38874,NA,"total_electricity"
"5342","Chile","Electricity - net production",1999,"Kilowatt-hours, million",37166,NA,"total_electricity"
"5343","Chile","Electricity - net production",1998,"Kilowatt-hours, million",34157,NA,"total_electricity"
"5344","Chile","Electricity - net production",1997,"Kilowatt-hours, million",32351,NA,"total_electricity"
"5345","Chile","Electricity - net production",1996,"Kilowatt-hours, million",29873,NA,"total_electricity"
"5346","Chile","Electricity - net production",1995,"Kilowatt-hours, million",27408,NA,"total_electricity"
"5347","Chile","Electricity - net production",1994,"Kilowatt-hours, million",24728,NA,"total_electricity"
"5348","Chile","Electricity - net production",1993,"Kilowatt-hours, million",23528,NA,"total_electricity"
"5349","Chile","Electricity - net production",1992,"Kilowatt-hours, million",21984,NA,"total_electricity"
"5350","Chile","Electricity - net production",1991,"Kilowatt-hours, million",19498,NA,"total_electricity"
"5351","Chile","Electricity - net production",1990,"Kilowatt-hours, million",17757,NA,"total_electricity"
"5352","Colombia","Electricity - net production",2014,"Kilowatt-hours, million",68082,NA,"total_electricity"
"5353","Colombia","Electricity - net production",2013,"Kilowatt-hours, million",68946,NA,"total_electricity"
"5354","Colombia","Electricity - net production",2012,"Kilowatt-hours, million",66500,NA,"total_electricity"
"5355","Colombia","Electricity - net production",2011,"Kilowatt-hours, million",64670,NA,"total_electricity"
"5356","Colombia","Electricity - net production",2010,"Kilowatt-hours, million",58485,NA,"total_electricity"
"5357","Colombia","Electricity - net production",2009,"Kilowatt-hours, million",60854,NA,"total_electricity"
"5358","Colombia","Electricity - net production",2008,"Kilowatt-hours, million",59520,NA,"total_electricity"
"5359","Colombia","Electricity - net production",2007,"Kilowatt-hours, million",54080,NA,"total_electricity"
"5360","Colombia","Electricity - net production",2006,"Kilowatt-hours, million",52806,NA,"total_electricity"
"5361","Colombia","Electricity - net production",2005,"Kilowatt-hours, million",49429.68,NA,"total_electricity"
"5362","Colombia","Electricity - net production",2004,"Kilowatt-hours, million",49258,NA,"total_electricity"
"5363","Colombia","Electricity - net production",2003,"Kilowatt-hours, million",46889,NA,"total_electricity"
"5364","Colombia","Electricity - net production",2002,"Kilowatt-hours, million",44368,NA,"total_electricity"
"5365","Colombia","Electricity - net production",2001,"Kilowatt-hours, million",42843,NA,"total_electricity"
"5366","Colombia","Electricity - net production",2000,"Kilowatt-hours, million",43192,NA,"total_electricity"
"5367","Colombia","Electricity - net production",1999,"Kilowatt-hours, million",43399,NA,"total_electricity"
"5368","Colombia","Electricity - net production",1998,"Kilowatt-hours, million",45081,NA,"total_electricity"
"5369","Colombia","Electricity - net production",1997,"Kilowatt-hours, million",45610,NA,"total_electricity"
"5370","Colombia","Electricity - net production",1996,"Kilowatt-hours, million",44163,NA,"total_electricity"
"5371","Colombia","Electricity - net production",1995,"Kilowatt-hours, million",44398,NA,"total_electricity"
"5372","Colombia","Electricity - net production",1994,"Kilowatt-hours, million",42335,NA,"total_electricity"
"5373","Colombia","Electricity - net production",1993,"Kilowatt-hours, million",39423,NA,"total_electricity"
"5374","Colombia","Electricity - net production",1992,"Kilowatt-hours, million",34227,NA,"total_electricity"
"5375","Colombia","Electricity - net production",1991,"Kilowatt-hours, million",35194,NA,"total_electricity"
"5376","Colombia","Electricity - net production",1990,"Kilowatt-hours, million",34717,NA,"total_electricity"
"5377","Ecuador","Electricity - net production",2014,"Kilowatt-hours, million",23791.8,NA,"total_electricity"
"5378","Ecuador","Electricity - net production",2013,"Kilowatt-hours, million",22840.3,NA,"total_electricity"
"5379","Ecuador","Electricity - net production",2012,"Kilowatt-hours, million",22463,NA,"total_electricity"
"5380","Ecuador","Electricity - net production",2011,"Kilowatt-hours, million",20192.1,NA,"total_electricity"
"5381","Ecuador","Electricity - net production",2010,"Kilowatt-hours, million",19181.8,NA,"total_electricity"
"5382","Ecuador","Electricity - net production",2009,"Kilowatt-hours, million",17904.3,NA,"total_electricity"
"5383","Ecuador","Electricity - net production",2008,"Kilowatt-hours, million",18495,NA,"total_electricity"
"5384","Ecuador","Electricity - net production",2007,"Kilowatt-hours, million",16054,NA,"total_electricity"
"5385","Ecuador","Electricity - net production",2006,"Kilowatt-hours, million",13847,NA,"total_electricity"
"5386","Ecuador","Electricity - net production",2005,"Kilowatt-hours, million",12446,NA,"total_electricity"
"5387","Ecuador","Electricity - net production",2004,"Kilowatt-hours, million",12658,NA,"total_electricity"
"5388","Ecuador","Electricity - net production",2003,"Kilowatt-hours, million",11308,NA,"total_electricity"
"5389","Ecuador","Electricity - net production",2002,"Kilowatt-hours, million",11600,NA,"total_electricity"
"5390","Ecuador","Electricity - net production",2001,"Kilowatt-hours, million",10799,NA,"total_electricity"
"5391","Ecuador","Electricity - net production",2000,"Kilowatt-hours, million",10449,NA,"total_electricity"
